,name,year,idbm_year,director,writers,star,rating,genre
2281,Gotcha!,1985,1985,Jeff Kanew,"Paul G. Hensler,Dan Gordon","Anthony Edwards,Linda Fiorentino,Jsu Garcia",6.2,"Action,Comedy,Mystery"
2282,Gymkata,1985,1985,Robert Clouse,"Charles Robert Carner,Dan Tyler Moore","Kurt Thomas,Tetchie Agbayani,Richard Norton",4.4,"Action,Thriller"
2283,Head Office,1985,1985,Ken Finkleman,Ken Finkleman,"Judge Reinhold,Eddie Albert,Lori-Nan Engler",5.5,Comedy
2284,Heaven Help Us,1985,1985,Michael Dinner,Charles Purpura,"Donald Sutherland,Andrew McCarthy,John Heard",7.0,"Comedy,Drama,Romance"
2285,The Heavenly Kid,1985,1985,Cary Medoway,"Cary Medoway,Martin Copeland","Lewis Smith,Jason Gedrick,Jane Kaczmarek",6.3,"Comedy,Fantasy,Romance"
2286,Here Come the Littles,1985,1985,Bernard Deyriès,"Heywood Kling,John Peterson","Jimmy Keegan,Bettina Bush,Donavan Freberg",6.9,"Animation,Adventure,Family"
2287,"Hills Have Eyes Part II, The",1985,1984,Wes Craven,Wes Craven,"Robert Houston,David Nichols,Virginia Vincent",3.8,"Horror,Thriller"
2288,The Holcroft Covenant,1985,1985,John Frankenheimer,"Robert Ludlum,George Axelrod,Edward Anhalt","Michael Caine,Anthony Andrews,Victoria Tennant",5.7,"Action,Crime,Mystery"
2289,Howling II,1985,1985,Philippe Mora,"Gary Brandner,Robert Sarno","Christopher Lee,Annie McEnroe,Reb Brown",3.7,"Horror,Thriller"
2290,Insignificance,1985,1985,Nicolas Roeg,Terry Johnson,"Gary Busey,Tony Curtis,Theresa Russell",6.5,Comedy
2291,Into the Night,1985,,,,,7.1,"Drama,Sci-Fi,Thriller"
2292,Invasion U.S.A.,1985,1985,Joseph Zito,"James Bruner,Chuck Norris,Aaron Norris","Chuck Norris,Richard Lynch,Melissa Prophet",5.5,"Action,Thriller"
2293,Jagged Edge,1985,1985,Richard Marquand,Joe Eszterhas,"Jeff Bridges,Glenn Close,Peter Coyote",6.5,"Drama,Mystery,Thriller"
2294,The Jewel of the Nile,1985,1985,Lewis Teague,"Mark Rosenthal,Lawrence Konner,Diane Thomas","Michael Douglas,Kathleen Turner,Danny DeVito",6.1,"Action,Adventure,Comedy"
2295,The Journey of Natty Gann,1985,1985,Jeremy Kagan,Jeanne Rosenberg,"Meredith Salenger,John Cusack,Ray Wise",7.0,"Adventure,Family"
2296,Just One of the Guys,1985,1985,Lisa Gottlieb,"Dennis Feldman,Jeff Franklin","Joyce Hyser,Clayton Rohner,Billy Jayne",6.5,"Comedy,Romance"
2297,King David,1985,1985,Bruce Beresford,"Andrew Birkin,James Costigan","Richard Gere,Edward Woodward,Alice Krige",5.3,"Adventure,Biography,Drama"
2298,King Solomon's Mines,1985,1985,J. Lee Thompson,"H. Rider Haggard,Gene Quintano,James R. Silke","Richard Chamberlain,Sharon Stone,Herbert Lom",5.2,"Action,Adventure,Comedy"
2299,Kiss of the Spider Woman,1985,1985,Hector Babenco,"Manuel Puig,Leonard Schrader","William Hurt,Raul Julia,Sônia Braga",7.3,Drama
2300,Krush Groove,1985,1985,Michael Schultz,Ralph Farquhar,"Sheila E.,Joseph Simmons,Darryl McDaniels",6.5,"Comedy,Drama,Music"
2301,Ladyhawke,1985,1985,Richard Donner,"Edward Khmara,Michael Thomas,Tom Mankiewicz","Matthew Broderick,Rutger Hauer,Michelle Pfeiffer",7.0,"Adventure,Comedy,Drama"
2302,"Last Dragon, The",1985,2021,"Don Hall,Carlos López Estrada,Paul Briggs","Qui Nguyen,Adele Lim,Paul Briggs","Kelly Marie Tran,Awkwafina,Gemma Chan",7.3,"Animation,Action,Adventure"
2303,Latino,1985,1985,Haskell Wexler,Haskell Wexler,"Robert Beltran,Annette Charles,Américo González",5.9,"Drama,War"
2304,Legend,1985,2015,Brian Helgeland,"Brian Helgeland,John Pearson","Tom Hardy,Emily Browning,Taron Egerton",6.9,"Biography,Crime,Drama"
2305,The Legend of Billie Jean,1985,1985,Matthew Robbins,"Mark Rosenthal,Lawrence Konner","Helen Slater,Christian Slater,Keith Gordon",6.7,"Action,Drama"
2306,Lifeforce,1985,1985,Tobe Hooper,"Colin Wilson,Dan O'Bannon,Don Jakoby","Steve Railsback,Mathilda May,Peter Firth",6.2,"Action,Horror,Mystery"
2307,Lost in America,1985,1985,Albert Brooks,"Albert Brooks,Monica Mcgowan Johnson","Albert Brooks,Julie Hagerty,Sylvia Farrel",7.0,Comedy
2308,Lust in the Dust,1985,1946,"King Vidor,Otto Brower,William Dieterle","David O. Selznick,Niven Busch,Oliver H.P. Garrett","Jennifer Jones,Joseph Cotten,Gregory Peck",6.8,"Drama,Romance,Western"
2309,Mad Max Beyond Thunderdome,1985,1985,"George Miller,George Ogilvie","Terry Hayes,George Miller,Byron Kennedy","Mel Gibson,Tina Turner,Bruce Spence",6.3,"Action,Adventure,Sci-Fi"
2310,Malibu Express,1985,1985,Andy Sidaris,Andy Sidaris,"Darby Hinton,Sybil Danning,Art Metrano",4.8,"Comedy,Crime,Mystery"
2311,The Man with One Red Shoe,1985,1985,Stan Dragoti,"Francis Veber,Yves Robert,Robert Klane","Tom Hanks,Lori Singer,Dabney Coleman",5.7,"Comedy,Thriller"
2312,Marie,1985,,,,,,
2313,Mask,1985,1994,Chuck Russell,"Michael Fallon,Mark Verheiden,Mike Werb","Jim Carrey,Cameron Diaz,Peter Riegert",6.9,"Action,Comedy,Crime"
2314,Mask of Murder,1985,1988,Arne Mattsson,Volodja Semitjov,"Rod Taylor,Valerie Perrine,Christopher Lee",4.6,"Horror,Mystery,Thriller"
2315,Maxie,1985,,,,,,
2316,The Mean Season,1985,1985,Phillip Borsos,"John Katzenbach,Christopher Crowe","Kurt Russell,Mariel Hemingway,Richard Jordan",6.1,"Crime,Thriller"
2317,Mischief,1985,1985,Mel Damski,Noel Black,"Doug McKeon,Catherine Mary Stewart,Kelly Preston",6.6,"Comedy,Romance"
2318,Mishima: A Life in Four Chapters,1985,1985,Paul Schrader,"Paul Schrader,Leonard Schrader,Yukio Mishima","Ken Ogata,Masayuki Shionoya,Hiroshi Mikami",8.0,"Biography,Drama"
2319,Missing in Action 2: The Beginning,1985,1985,Lance Hool,"Steve Bing,Larry Levinson,Arthur Silver","Chuck Norris,Soon-Tek Oh,Steven Williams",5.4,"Action,Drama,Thriller"
2320,Movers & Shakers,1985,1985,William Asher,Charles Grodin,"Walter Matthau,Charles Grodin,Vincent Gardenia",4.2,Comedy
2321,Moving Violations,1985,1985,Neal Israel,"Neal Israel,Pat Proft,Paul Boorstin","John Murray,Jennifer Tilly,James Keach",5.7,Comedy
2322,Mugsy's Girls,1985,1984,Kevin Brodie,Kevin Brodie,"Ruth Gordon,Laura Branigan,Joanna Dierck",4.7,Comedy
2323,Murphy's Romance,1985,1985,Martin Ritt,"Max Schott,Harriet Frank Jr.,Irving Ravetch","Sally Field,James Garner,Brian Kerwin",7.0,"Comedy,Drama,Romance"
2324,My Science Project,1985,1985,Jonathan R. Betuel,Jonathan R. Betuel,"John Stockwell,Danielle von Zerneck,Fisher Stevens",6.1,"Action,Adventure,Comedy"
2325,National Lampoon's European Vacation,1985,1985,Amy Heckerling,"John Hughes,Robert Klane","Chevy Chase,Beverly D'Angelo,Dana Hill",6.2,"Adventure,Comedy"
2326,A Nightmare on Elm Street 2: Freddy's Revenge,1985,1985,Jack Sholder,"David Chaskin,Wes Craven","Robert Englund,Mark Patton,Kim Myers",5.5,Horror
2327,Noon Wine,1985,,Sam Peckinpah,"Katherine Anne Porter,Sam Peckinpah","Jason Robards,Olivia de Havilland,Theodore Bikel",7.5,"Comedy,Drama,Musical"
2328,Once Bitten,1985,1985,Howard Storm,"Dimitri Villard,David Hines,Jeffrey Hause","Lauren Hutton,Jim Carrey,Karen Kopins",5.6,"Comedy,Drama,Fantasy"
2329,One Magic Christmas,1985,1985,Phillip Borsos,"Thomas Meehan,Phillip Borsos,Barry Healey","Mary Steenburgen,Gary Basaraba,Harry Dean Stanton",6.5,"Family,Fantasy"
2330,Ordeal by Innocence,1985,,,,,7.3,"Crime,Drama,Mystery"
2331,Out of Africa,1985,1985,Sydney Pollack,"Karen Blixen,Judith Thurman,Errol Trzebinski","Meryl Streep,Robert Redford,Klaus Maria Brandauer",7.2,"Biography,Drama,Romance"
2332,Pale Rider,1985,1985,Clint Eastwood,"Michael Butler,Dennis Shryack","Clint Eastwood,Michael Moriarty,Carrie Snodgress",7.3,"Drama,Western"
2333,Pee-wee's Big Adventure,1985,1985,Tim Burton,"Phil Hartman,Paul Reubens,Michael Varhol","Paul Reubens,Elizabeth Daily,Mark Holton",7.0,"Adventure,Comedy,Family"
2334,Perfect,1985,1985,James Bridges,"Aaron Latham,James Bridges","John Travolta,Jamie Lee Curtis,Ramey Ellis",4.6,"Drama,Romance"
2335,Plenty,1985,1985,Fred Schepisi,David Hare,"Meryl Streep,Sam Neill,André Maranne",6.0,Drama
2336,Police Academy 2: Their First Assignment,1985,1985,"Jerry Paris,James Signorelli","Neal Israel,Pat Proft,Barry W. Blaustein","Steve Guttenberg,Bubba Smith,David Graf",5.8,Comedy
2337,Porky's Revenge,1985,1985,James Komack,"Bob Clark,Ziggy Steinberg","Dan Monahan,Wyatt Knight,Tony Ganios",4.8,Comedy
2338,Private Resort,1985,1985,George Bowers,"Gordon Mitchell,Ken Segall,Alan Wenkus","Rob Morrow,Johnny Depp,Emily Longstreth",5.3,Comedy
2339,Prizzi's Honor,1985,1985,John Huston,"Richard Condon,Janet Roach","Jack Nicholson,Kathleen Turner,Robert Loggia",6.7,"Comedy,Crime,Drama"
2340,"Protector, The",1985,,,,,6.6,"Action,Fantasy,Sci-Fi"
2341,Pumping Iron II: The Women,1985,1985,George Butler,"George Butler,Charles Gaines","Bev Francis,Rachel McLish,Lori Bowen Rice",5.9,"Documentary,Sport"
2342,"Purple Rose of Cairo, The",1985,1985,Woody Allen,Woody Allen,"Mia Farrow,Jeff Daniels,Danny Aiello",7.7,"Comedy,Fantasy,Romance"
2343,Radioactive Dreams,1985,1985,Albert Pyun,Albert Pyun,"John Stockwell,Michael Dudikoff,Michele Little",5.6,"Action,Adventure,Comedy"
2344,Rainbow Brite and the Star Stealer,1985,1985,"Bernard Deyriès,Kimio Yabuki","Jean Chalopin,Howard R. Cohen","Bettina Bush,Pat Fraley,Peter Cullen",7.0,"Animation,Adventure,Family"
2345,Rambo: First Blood Part II,1985,1985,George P. Cosmatos,"David Morrell,Kevin Jarre,Sylvester Stallone","Sylvester Stallone,Richard Crenna,Charles Napier",6.5,"Action,Adventure,Thriller"
2346,Rappin',1985,1985,Joel Silberg,"Adam Friedman,Robert Jay Litz","Mario Van Peebles,Eriq La Salle,Melvin Plowden",4.1,"Drama,Music,Musical"
2347,Re-Animator,1985,1985,Stuart Gordon,"H.P. Lovecraft,Dennis Paoli,William Norris","Jeffrey Combs,Bruce Abbott,Barbara Crampton",7.2,"Comedy,Horror,Sci-Fi"
2348,Real Genius,1985,1985,Martha Coolidge,"Neal Israel,Pat Proft,PJ Torokvei","Val Kilmer,Gabriel Jarret,Michelle Meyrink",7.0,"Comedy,Romance,Sci-Fi"
2349,Red Sonja,1985,1985,Richard Fleischer,"Robert E. Howard,Clive Exton,George MacDonald Fraser","Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman",5.1,"Action,Adventure,Fantasy"
2350,Remo Williams: The Adventure Begins,1985,1985,Guy Hamilton,"Richard Sapir,Warren Murphy,Christopher Wood","Fred Ward,Joel Grey,Wilford Brimley",6.5,"Action,Adventure,Comedy"
2351,"Return of the Living Dead, The",1985,1985,Dan O'Bannon,"Rudy Ricci,John A. Russo,Russell Streiner","Clu Gulager,James Karen,Don Calfa",7.3,"Comedy,Horror,Sci-Fi"
2352,Return to Oz,1985,1985,Walter Murch,"Walter Murch,Gill Dennis,L. Frank Baum","Fairuza Balk,Nicol Williamson,Jean Marsh",6.7,"Adventure,Family,Fantasy"
2353,Revolution,1985,,,,,6.7,"Action,Adventure,Drama"
2354,Rocky IV,1985,1985,Sylvester Stallone,Sylvester Stallone,"Sylvester Stallone,Talia Shire,Burt Young",6.9,"Drama,Sport"
2355,Runaway Train,1985,2010,Tony Scott,Mark Bomback,"Denzel Washington,Chris Pine,Rosario Dawson",6.8,"Action,Thriller"
2356,Rustlers' Rhapsody,1985,1985,Hugh Wilson,Hugh Wilson,"Tom Berenger,G.W. Bailey,Marilu Henner",6.5,"Comedy,Western"
2357,Santa Claus: The Movie,1985,1985,Jeannot Szwarc,"David Newman,Leslie Newman","Dudley Moore,John Lithgow,David Huddleston",6.3,"Adventure,Family,Fantasy"
2358,Secret Admirer,1985,1985,David Greenwalt,"Jim Kouf,David Greenwalt","C. Thomas Howell,Lori Loughlin,Kelly Preston",6.6,"Comedy,Romance"
2359,The Secret of the Sword,1985,1985,"Ed Friedman,Lou Kachivas,Marsh Lamore","Larry DiTillio,Bob Forward","John Erwin,Melendy Britt,Alan Oppenheimer",7.3,"Animation,Action,Adventure"
2360,Sesame Street Presents Follow That Bird,1985,1985,Ken Kwapis,"Tony Geiss,Judy Freudberg","Caroll Spinney,Jim Henson,Frank Oz",6.8,"Adventure,Comedy,Family"
2361,Seven Minutes in Heaven,1985,1986,Linda Feferman,"Jane Bernstein,Linda Feferman","Jennifer Connelly,Byron Thames,Maddie Corman",6.1,"Comedy,Drama,Romance"
2362,The Shooting Party,1985,1984,Alan Bridges,"Isabel Colegate,Julian Bond","James Mason,Edward Fox,Dorothy Tutin",6.9,"Drama,Romance"
2363,Silver Bullet,1985,2012,Sam Mendes,"Neal Purvis,Robert Wade,John Logan","Daniel Craig,Javier Bardem,Naomie Harris",7.8,"Action,Adventure,Thriller"
2364,Silverado,1985,1985,Lawrence Kasdan,"Lawrence Kasdan,Mark Kasdan","Kevin Kline,Scott Glenn,Kevin Costner",7.2,"Action,Crime,Drama"
2365,The Slugger's Wife,1985,1985,Hal Ashby,Neil Simon,"Michael O'Keefe,Rebecca De Mornay,Martin Ritt",4.5,"Comedy,Music,Romance"
2366,Smooth Talk,1985,1985,Joyce Chopra,"Joyce Carol Oates,Tom Cole","Treat Williams,Laura Dern,Mary Kay Place",6.5,"Drama,Romance,Thriller"
2367,Spies Like Us,1985,1985,John Landis,"Dan Aykroyd,Dave Thomas,Lowell Ganz","Chevy Chase,Dan Aykroyd,Mark Stewart",6.4,"Adventure,Comedy"
2368,St. Elmo's Fire,1985,1985,Joel Schumacher,"Joel Schumacher,Carl Kurlander","Demi Moore,Rob Lowe,Andrew McCarthy",6.4,"Drama,Romance"
2369,Starchaser: The Legend of Orin,1985,1985,Steven Hahn,Jeffrey Scott,"Joe Colligan,Carmen Argenziano,Noelle North",6.5,"Animation,Action,Adventure"
2370,Stick,1985,1985,Burt Reynolds,"Elmore Leonard,Joseph Stinson","Burt Reynolds,Candice Bergen,George Segal",5.7,"Action,Crime,Drama"
2371,Stitches,1985,2012,Conor McMahon,"Conor McMahon,David O'Brien","Ross Noble,Tommy Knight,Eoghan McQuinn",5.7,"Comedy,Horror"
2372,The Stuff,1985,1985,Larry Cohen,Larry Cohen,"Michael Moriarty,Andrea Marcovicci,Garrett Morris",5.9,"Comedy,Horror,Sci-Fi"
2373,Summer Rental,1985,1985,Carl Reiner,"Jeremy Stevens,Mark Reisman","John Candy,Richard Crenna,Rip Torn",6.3,Comedy
2374,The Sure Thing,1985,1985,Rob Reiner,"Steve Bloom,Jonathan Roberts","John Cusack,Daphne Zuniga,Anthony Edwards",7.0,"Comedy,Drama,Romance"
2375,Sweet Dreams,1985,1985,Karel Reisz,Robert Getchell,"Jessica Lange,Ed Harris,Ann Wedgeworth",7.1,"Biography,Drama,Music"
2376,Sylvester,1985,,,,,,
2377,Target,1985,2012,McG,"Timothy Dowling,Simon Kinberg,Marcus Gautesen","Reese Witherspoon,Chris Pine,Tom Hardy",6.3,"Action,Comedy,Romance"
2378,Teen Wolf,1985,,,,,7.6,"Action,Drama,Fantasy"
2379,That Was Then... This Is Now,1985,1985,Christopher Cain,"S.E. Hinton,Emilio Estevez","Emilio Estevez,Craig Sheffer,Larry B. Scott",6.2,"Crime,Drama"
2380,That's Dancing!,1985,1985,Jack Haley Jr.,Jack Haley Jr.,"Mikhail Baryshnikov,Ray Bolger,Sammy Davis Jr.",7.1,"Documentary,Musical"
2381,To Live and Die in L.A.,1985,1985,William Friedkin,"Gerald Petievich,William Friedkin","William Petersen,Willem Dafoe,John Pankow",7.3,"Action,Crime,Drama"
2382,Tomboy,1985,2011,Céline Sciamma,Céline Sciamma,"Zoé Héran,Malonn Lévana,Jeanne Disson",7.4,Drama
2383,Trancers,1985,1984,Charles Band,"Danny Bilson,Paul De Meo","Tim Thomerson,Helen Hunt,Michael Stefani",6.1,"Action,Sci-Fi"
2384,Transylvania 6-5000,1985,1985,Rudy De Luca,Rudy De Luca,"Jeff Goldblum,Joseph Bologna,Ed Begley Jr.",5.0,"Comedy,Fantasy,Horror"
2385,The Trip to Bountiful,1985,1985,Peter Masterson,Horton Foote,"Geraldine Page,John Heard,Carlin Glynn",7.5,Drama
2386,Trouble in Mind,1985,1985,Alan Rudolph,Alan Rudolph,"Kris Kristofferson,Keith Carradine,Lori Singer",6.5,"Comedy,Crime,Drama"
2387,Tuff Turf,1985,1985,Fritz Kiersch,"Jette Rinck,Greg Collins O'Neill,Murray Michaels","James Spader,Kim Richards,Paul Mones",6.1,"Action,Comedy,Drama"
2388,Turk 182,1985,1985,Bob Clark,"James Gregory Kingston,Denis Hamill,John Hamill","Timothy Hutton,Robert Urich,Kim Cattrall",6.0,"Comedy,Drama"
2389,Turtle Diary,1985,1985,John Irvin,"Russell Hoban,Harold Pinter","Glenda Jackson,Ben Kingsley,Richard Johnson",6.9,"Comedy,Drama,Romance"
2390,Twice in a Lifetime,1985,1985,Bud Yorkin,Colin Welland,"Gene Hackman,Ann-Margret,Ellen Burstyn",6.5,"Drama,Romance"
2391,A View to a Kill,1985,1985,John Glen,"Richard Maibaum,Michael G. Wilson,Ian Fleming","Roger Moore,Christopher Walken,Tanya Roberts",6.3,"Action,Adventure,Thriller"
2392,Vision Quest,1985,1985,Harold Becker,"Terry Davis,Darryl Ponicsan","Matthew Modine,Linda Fiorentino,Michael Schoeffling",6.6,"Drama,Romance,Sport"
2393,Volunteers,1985,1985,Nicholas Meyer,"Keith Critchlow,Ken Levine,David Isaacs","Tom Hanks,John Candy,Rita Wilson",5.5,"Adventure,Comedy"
2394,Weird Science,1985,1985,John Hughes,"John Hughes,Al Feldstein,William M. Gaines","Anthony Michael Hall,Ilan Mitchell-Smith,Kelly LeBrock",6.6,"Comedy,Romance,Sci-Fi"
2395,White Nights,1985,1985,Taylor Hackford,"James Goldman,Eric Hughes,Nancy Dowd","Mikhail Baryshnikov,Gregory Hines,Jerzy Skolimowski",6.7,"Drama,Music"
2396,Witness,1985,1985,Peter Weir,"William Kelley,Pamela Wallace,Earl W. Wallace","Harrison Ford,Kelly McGillis,Lukas Haas",7.4,"Drama,Romance,Thriller"
2397,Year of the Dragon,1985,1985,Michael Cimino,"Robert Daley,Oliver Stone,Michael Cimino","Mickey Rourke,John Lone,Ariane",6.9,"Action,Crime,Drama"
2398,Young Sherlock Holmes,1985,1985,Barry Levinson,"Arthur Conan Doyle,Chris Columbus","Nicholas Rowe,Alan Cox,Sophie Ward",6.8,"Adventure,Fantasy,Mystery"
2399,3:15,1986,1986,Larry Gross,"Sam Bernard,Michael Jacobs","Adam Baldwin,Deborah Foreman,Rene Auberjonois",5.6,"Crime,Drama,Thriller"
2400,8 Million Ways to Die,1986,1986,Hal Ashby,"Lawrence Block,Oliver Stone,R. Lance Hill","Jeff Bridges,Rosanna Arquette,Alexandra Paul",5.8,"Action,Crime,Drama"
2401,9½ Weeks,1986,1986,Adrian Lyne,"Elizabeth McNeill,Patricia Louisianna Knop,Zalman King","Mickey Rourke,Kim Basinger,Margaret Whitton",6.0,"Drama,Romance"
2402,52 Pick-Up,1986,1986,John Frankenheimer,"Elmore Leonard,John Steppling","Roy Scheider,Ann-Margret,Vanity",6.4,"Crime,Drama,Thriller"
2403,About Last Night...,1986,1986,Edward Zwick,"David Mamet,Tim Kazurinsky,Denise DeClue","Rob Lowe,Demi Moore,Jim Belushi",6.3,"Comedy,Drama,Romance"
2404,The Adventures of the American Rabbit,1986,1986,"Nobutaka Nishizawa,Fred Wolf","Stewart Moskowitz,Norm Lenzer","Bob Arbogast,Pat Fraley,Barry Gordon",5.6,"Animation,Family,Fantasy"
2405,Aliens,1986,1986,James Cameron,"James Cameron,David Giler,Walter Hill","Sigourney Weaver,Michael Biehn,Carrie Henn",8.3,"Action,Adventure,Sci-Fi"
2406,Amazons,1986,1986,Alejandro Sessa,Charles Saunders,"Mindi Miller,Penelope Reed-Woods,Joseph Whipp",4.4,"Action,Fantasy,Adventure"
2407,American Anthem,1986,1986,Albert Magnoli,"Evan Archerd,Jeff Benjamin,Susan Williams","Mitchell Gaylord,Tiny Wells,Janet Jones",4.8,"Drama,Sport"
2408,April Fool's Day,1986,1986,Fred Walton,Danilo Bach,"Deborah Foreman,Griffin O'Neal,Clayton Rohner",6.2,"Horror,Mystery"
2409,Armed and Dangerous,1986,1986,Mark L. Lester,"Brian Grazer,Harold Ramis,James Keach","John Candy,Meg Ryan,Eugene Levy",5.7,"Action,Comedy,Crime"
2410,Armed Response,1986,2017,John Stockwell,Matt Savelloni,"Wesley Snipes,Anne Heche,Dave Annable",3.7,"Action,Horror,Thriller"
2411,Artie Shaw: Time Is All You've Got,1986,1985,Brigitte Berman,Brigitte Berman,"Artie Shaw,John Best,Lee Castle",7.9,"Documentary,Biography,Music"
2412,As Is,1986,,Michael Lindsay-Hogg,William M. Hoffman,"Colleen Dewhurst,Robert Carradine,Jonathan Hadary",7.4,Drama
2413,At Close Range,1986,1986,James Foley,"Elliott Lewitt,Nicholas Kazan","Sean Penn,Christopher Walken,Mary Stuart Masterson",7.0,"Crime,Drama"
2414,Avenging Force,1986,1986,Sam Firstenberg,James Booth,"Michael Dudikoff,Steve James,James Booth",5.9,"Action,Drama,Thriller"
2415,Back to School,1986,1986,Alan Metter,"Rodney Dangerfield,Greg Fields,Dennis Snee","Rodney Dangerfield,Sally Kellerman,Burt Young",6.7,"Comedy,Romance,Sport"
2416,Band of the Hand,1986,1986,Paul Michael Glaser,"Leo Garen,Jack Baran","Stephen Lang,Michael Carmine,Lauren Holly",6.2,"Action,Crime,Drama"
2417,Behind Enemy Lines,1986,2001,John Moore,"Jim Thomas,John Thomas,David Veloz","Gene Hackman,Owen Wilson,Gabriel Macht",6.4,"Action,Drama,Thriller"
2418,The Best of Times,1986,1986,Roger Spottiswoode,Ron Shelton,"Robin Williams,Kurt Russell,Pamela Reed",6.0,"Comedy,Drama,Sport"
2419,Big Trouble,1986,2002,Barry Sonnenfeld,"Dave Barry,Robert Ramsey,Matthew Stone","Tim Allen,Rene Russo,Stanley Tucci",6.5,"Comedy,Crime,Thriller"
2420,Big Trouble in Little China,1986,1986,John Carpenter,"Gary Goldman,David Z. Weinstein,W.D. Richter","Kurt Russell,Kim Cattrall,Dennis Dun",7.3,"Action,Adventure,Comedy"
2421,Black Moon Rising,1986,1986,Harley Cokeliss,"John Carpenter,Desmond Nakano,William Gray","Tommy Lee Jones,Linda Hamilton,Robert Vaughn",5.5,"Action,Crime,Thriller"
2422,Blue City,1986,1986,Michelle Manning,"Ross Macdonald,Lukas Heller,Walter Hill","Judd Nelson,Ally Sheedy,David Caruso",4.4,"Action,Crime,Drama"
2423,Blue Velvet,1986,1986,David Lynch,David Lynch,"Isabella Rossellini,Kyle MacLachlan,Dennis Hopper",7.7,"Crime,Drama,Mystery"
2424,The Boy Who Could Fly,1986,1986,Nick Castle,Nick Castle,"Lucy Deakins,Jay Underwood,Bonnie Bedelia",6.6,"Drama,Fantasy,Romance"
2425,Brighton Beach Memoirs,1986,1986,Gene Saks,Neil Simon,"Blythe Danner,Jonathan Silverman,Stacey Glick",6.9,Comedy
2426,Captain EO,1986,1986,Francis Ford Coppola,"George Lucas,Rusty Lemorande,Francis Ford Coppola","Michael Jackson,Anjelica Huston,Dick Shawn",6.5,"Short,Adventure,Fantasy"
2427,Children of a Lesser God,1986,1986,Randa Haines,"Mark Medoff,Hesper Anderson,James Carrington","William Hurt,Marlee Matlin,Piper Laurie",7.2,"Drama,Romance"
2428,Choke Canyon,1986,1986,Charles Bail,"Sheila Goldberg,Ovidio G. Assonitis,Alfonso Brescia","Stephen Collins,Janet Julian,Bo Svenson",5.3,"Action,Sci-Fi"
2429,Chopping Mall,1986,1986,Jim Wynorski,"Jim Wynorski,Steve Mitchell","Kelli Maroney,Tony O'Dell,Russell Todd",5.6,"Comedy,Horror,Sci-Fi"
2430,The Clan of the Cave Bear,1986,1986,Michael Chapman,"Jean M. Auel,John Sayles","Daryl Hannah,Pamela Reed,James Remar",5.4,"Adventure,Drama,Fantasy"
2431,Club Paradise,1986,1986,Harold Ramis,"Harry Shearer,Tom Leopold,Chris Miller","Robin Williams,Peter O'Toole,Rick Moranis",5.1,Comedy
2432,Cobra,1986,,,,,6.2,"Action,Drama"
2433,The Color of Money,1986,1986,Martin Scorsese,"Walter Tevis,Richard Price","Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio",7.0,"Drama,Sport"
2434,Combat Shock,1986,1984,Buddy Giovinazzo,Buddy Giovinazzo,"Rick Giovinazzo,Veronica Stork,Mitch Maglio",6.3,"Drama,Horror,Thriller"
2435,Crawlspace,1986,2005,Neil Marshall,Neil Marshall,"Shauna Macdonald,Natalie Mendoza,Alex Reid",7.2,"Adventure,Horror,Thriller"
2436,Crimes of the Heart,1986,1986,Bruce Beresford,Beth Henley,"Diane Keaton,Jessica Lange,Sissy Spacek",6.4,"Comedy,Drama"
