,name,year,Length Of Movie (minute),idbm_year,gender_director,director_1,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
8887,The Mummy,2017,124.0,1999,1,Stephen Sommers,Stephen Sommers,Lloyd Fonvielle,Kevin Jarre,Brendan Fraser,Rachel Weisz,John Hannah,Action,Adventure,Fantasy,7.1
8888,It Comes at Night,2017,91.0,2017,1,Trey Edward Shults,Trey Edward Shults,,,Joel Edgerton,Christopher Abbott,Carmen Ejogo,Drama,Horror,Mystery,6.2
8889,My Cousin Rachel,2017,106.0,2017,1,Roger Michell,Roger Michell,Daphne Du Maurier,,Rachel Weisz,Sam Claflin,Holliday Grainger,Drama,Mystery,Romance,6.0
8890,Megan Leavey,2017,116.0,2017,1,Gabriela Cowperthwaite,Pamela Gray,Annie Mumolo,Tim Lovestedt,Kate Mara,Ramon Rodriguez,Tom Felton,Action,Biography,Drama,7.1
8891,Beatriz at Dinner,2017,82.0,2017,1,Miguel Arteta,Mike White,,,Salma Hayek,John Lithgow,Connie Britton,Comedy,Drama,,6.0
8892,Cars 3,2017,102.0,2017,1,Brian Fee,Brian Fee,Ben Queen,Eyal Podell,Owen Wilson,Cristela Alonzo,Chris Cooper,Animation,Adventure,Comedy,6.7
8893,Rough Night,2017,101.0,2017,0,Lucia Aniello,Lucia Aniello,Paul W. Downs,,Scarlett Johansson,Kate McKinnon,Zoë Kravitz,Comedy,,,5.2
8894,All Eyez on Me,2017,139.0,2017,1,Benny Boom,Jeremy Haft,Eddie Gonzalez,Steven Bagatourian,Demetrius Shipp Jr.,Danai Gurira,Kat Graham,Biography,Drama,Music,5.9
8895,47 Meters Down,2017,89.0,2017,1,Johannes Roberts,Johannes Roberts,Ernest Riera,,Mandy Moore,Claire Holt,Matthew Modine,Adventure,Drama,Horror,5.7
8896,The Book of Henry,2017,105.0,2017,1,Colin Trevorrow,Gregg Hurwitz,,,Naomi Watts,Jaeden Martell,Jacob Tremblay,Crime,Drama,Thriller,6.6
8897,Transformers: The Last Knight,2017,154.0,2017,1,Michael Bay,Art Marcum,Matt Holloway,Ken Nolan,Mark Wahlberg,Anthony Hopkins,Josh Duhamel,Action,Adventure,Sci-Fi,5.2
8898,The Beguiled,2017,93.0,2017,0,Sofia Coppola,Sofia Coppola,Thomas Cullinan,Albert Maltz,Nicole Kidman,Kirsten Dunst,Elle Fanning,Drama,Thriller,War,6.3
8899,The Big Sick,2017,1.0,2017,1,Michael Showalter,Emily V. Gordon,Kumail Nanjiani,,Kumail Nanjiani,Zoe Kazan,Holly Hunter,Comedy,Drama,Romance,7.5
8900,Baby Driver,2017,113.0,2017,1,Edgar Wright,Edgar Wright,,,Ansel Elgort,Jon Bernthal,Jon Hamm,Action,Crime,Drama,7.6
8901,Okja,2017,1.0,2017,1,Bong Joon Ho,Bong Joon Ho,Jon Ronson,,Tilda Swinton,Paul Dano,Seo-hyun Ahn,Action,Adventure,Drama,7.3
8902,Despicable Me 3,2017,89.0,2017,1,Kyle Balda,Cinco Paul,Ken Daurio,,Steve Carell,Kristen Wiig,Trey Parker,Animation,Adventure,Comedy,6.3
8903,The Little Hours,2017,90.0,2017,1,Jeff Baena,Giovanni Boccaccio,Jeff Baena,,Alison Brie,Dave Franco,Kate Micucci,Comedy,Romance,,5.8
8904,Inconceivable,2017,105.0,2017,1,Jonathan Baker,Chloe King,,,Gina Gershon,Nicky Whelan,Nicolas Cage,Drama,Thriller,,5.2
8905,2:22,2017,98.0,2017,1,Paul Currie,Todd Stein,Nathan Parker,,Michiel Huisman,Teresa Palmer,Sam Reid,Drama,Mystery,Romance,5.8
8906,A Ghost Story,2017,92.0,2017,1,David Lowery,David Lowery,,,Casey Affleck,Rooney Mara,McColm Cephas Jr.,Drama,Fantasy,Romance,6.9
8907,Spider-Man: Homecoming,2017,133.0,2017,1,Jon Watts,Jonathan Goldstein,John Francis Daley,Jon Watts,Tom Holland,Michael Keaton,Robert Downey Jr.,Action,Adventure,Sci-Fi,7.4
8908,War for the Planet of the Apes,2017,140.0,2017,1,Matt Reeves,Mark Bomback,Matt Reeves,Rick Jaffa,Andy Serkis,Woody Harrelson,Steve Zahn,Action,Adventure,Drama,7.4
8909,Wish Upon,2017,90.0,2017,1,John R. Leonetti,Barbara Marshall,,,Joey King,Ryan Phillippe,Ki Hong Lee,Drama,Fantasy,Horror,5.0
8910,Dunkirk,2017,106.0,2017,1,Christopher Nolan,Christopher Nolan,,,Fionn Whitehead,Barry Keoghan,Mark Rylance,Action,Drama,History,7.8
8911,Girls Trip,2017,122.0,2017,1,Malcolm D. Lee,Erica Rivinoja,Kenya Barris,Tracy Oliver,Regina Hall,Queen Latifah,Jada Pinkett Smith,Adventure,Comedy,Drama,6.2
8912,First Kill,2017,97.0,2017,1,Steven C. Miller,Nick Gordon,,,Bruce Willis,Hayden Christensen,Ty Shelton,Action,Thriller,,5.0
8913,Atomic Blonde,2017,115.0,2017,1,David Leitch,Kurt Johnstad,Antony Johnston,Sam Hart,Charlize Theron,James McAvoy,John Goodman,Action,Thriller,,6.7
8914,The Emoji Movie,2017,86.0,2017,1,Tony Leondis,Tony Leondis,Eric Siegel,Mike White,T.J. Miller,James Corden,Anna Faris,Animation,Adventure,Comedy,3.3
8915,An Inconvenient Sequel: Truth to Power,2017,98.0,2017,0,Bonni Cohen,Al Gore,,,Al Gore,Cory Booker,George W. Bush,Documentary,,,6.4
8916,Detroit,2017,143.0,2017,0,Kathryn Bigelow,Mark Boal,,,John Boyega,Anthony Mackie,Algee Smith,Crime,Drama,History,7.3
8917,Brigsby Bear,2017,97.0,2017,1,Dave McCary,Kevin Costello,Kyle Mooney,,Kyle Mooney,Jorge Lendeborg Jr.,Matt Walsh,Comedy,Drama,,7.3
8918,Menashe,2017,82.0,2017,1,Joshua Z Weinstein,Alex Lipschultz,Musa Syeed,Joshua Z Weinstein,Menashe Lustig,Josh Alpert,Abraham Bresky,Drama,,,6.5
8919,The Dark Tower,2017,95.0,2017,1,Nikolaj Arcel,Akiva Goldsman,Jeff Pinkner,Anders Thomas Jensen,Idris Elba,Matthew McConaughey,Tom Taylor,Action,Adventure,Fantasy,5.6
8920,Kidnap,2017,95.0,2017,1,Luis Prieto,Knate Lee,,,Halle Berry,Sage Correa,Chris McGinn,Action,Crime,Drama,5.9
8921,Wind River,2017,107.0,2017,1,Taylor Sheridan,Taylor Sheridan,,,Elizabeth Olsen,Jeremy Renner,Graham Greene,Crime,Drama,Mystery,7.7
8922,Armed Response,2017,93.0,2017,1,John Stockwell,Matt Savelloni,,,Wesley Snipes,Anne Heche,Dave Annable,Action,Horror,Thriller,3.8
8923,Annabelle: Creation,2017,109.0,2017,1,David F. Sandberg,Gary Dauberman,,,Anthony LaPaglia,Samara Lee,Miranda Otto,Horror,Mystery,Thriller,6.5
8924,The Glass Castle,2017,127.0,2017,1,Destin Daniel Cretton,Destin Daniel Cretton,Andrew Lanham,Jeannette Walls,Brie Larson,Woody Harrelson,Naomi Watts,Biography,Drama,,7.1
8925,The Nut Job 2: Nutty by Nature,2017,91.0,2017,1,Cal Brunker,Scott Bindley,Cal Brunker,Bob Barlen,Will Arnett,Maya Rudolph,Bobby Cannavale,Animation,Adventure,Comedy,5.5
8926,Good Time,2017,102.0,2017,1,Benny Safdie,Ronald Bronstein,Josh Safdie,,Robert Pattinson,Benny Safdie,Jennifer Jason Leigh,Crime,Drama,Thriller,7.4
8927,Ingrid Goes West,2017,98.0,2017,1,Matt Spicer,David Branson Smith,Matt Spicer,,Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.,Comedy,Drama,,6.6
8928,The Only Living Boy in New York,2017,89.0,2017,1,Marc Webb,Allan Loeb,,,Callum Turner,Kate Beckinsale,Pierce Brosnan,Drama,,,6.4
8929,The Hitman's Bodyguard,2017,118.0,2017,1,Patrick Hughes,Tom O'Connor,,,Ryan Reynolds,Samuel L. Jackson,Gary Oldman,Action,Comedy,Crime,6.9
8930,Logan Lucky,2017,118.0,2017,1,Steven Soderbergh,Jules Asner,,,Channing Tatum,Adam Driver,Daniel Craig,Action,Comedy,Crime,7.0
8931,Patti Cake$,2017,109.0,2017,1,Geremy Jasper,Geremy Jasper,,,Danielle Macdonald,Sahr Ngaujah,Bridget Everett,Drama,Music,,6.8
8932,Victor Crowley,2017,83.0,2017,1,Adam Green,Adam Green,,,Parry Shen,Kane Hodder,Laura Ortiz,Action,Comedy,Horror,5.5
8933,Beach Rats,2017,98.0,2017,1,Eliza Hittman,Eliza Hittman,,,Harris Dickinson,Madeline Weinstein,Kate Hodge,Drama,,,6.4
8934,Film Stars Don't Die in Liverpool,2017,105.0,2017,1,Paul McGuigan,Peter Turner,Matt Greenhalgh,,Annette Bening,Jamie Bell,Kenneth Cranham,Biography,Drama,Romance,6.7
8935,Tulip Fever,2017,105.0,2017,1,Justin Chadwick,Deborah Moggach,Tom Stoppard,,Alicia Vikander,Dane DeHaan,Jack O'Connell,Drama,History,Romance,6.2
8936,Unlocked,2017,98.0,2017,1,Michael Apted,Peter O'Brien,,,Noomi Rapace,Orlando Bloom,Toni Collette,Action,Thriller,,6.3
8937,It,2017,135.0,2017,1,Andy Muschietti,Chase Palmer,Cary Joji Fukunaga,Gary Dauberman,Bill Skarsgård,Jaeden Martell,Finn Wolfhard,Horror,,,7.3
8938,Home Again,2017,97.0,2017,1,Hallie Meyers-Shyer,Hallie Meyers-Shyer,,,Reese Witherspoon,Michael Sheen,Candice Bergen,Comedy,Drama,Romance,5.8
8939,9/11,2017,90.0,2017,1,Martin Guigui,Martin Guigui,Steven James Golebiowski,Patrick James Carson,Charlie Sheen,Gina Gershon,Whoopi Goldberg,Action,,,4.3
8940,The Good Catholic,2017,98.0,2017,1,Paul Shoulberg,Paul Shoulberg,,,Zachary Spicer,Wrenn Schmidt,Danny Glover,Comedy,Drama,,5.3
8941,Gun Shy,2017,92.0,2017,1,Simon West,Mark Haskell Smith,Toby Davies,,Antonio Banderas,Olga Kurylenko,Ben Cura,Action,Comedy,Thriller,4.1
8942,Fallen,2017,124.0,1998,1,Gregory Hoblit,Nicholas Kazan,,,Denzel Washington,John Goodman,Donald Sutherland,Action,Crime,Drama,7.0
8943,American Assassin,2017,111.0,2017,1,Michael Cuesta,Stephen Schiff,Michael Finch,Edward Zwick,Dylan O'Brien,Michael Keaton,Sanaa Lathan,Action,Thriller,,6.2
8944,Mother!,2017,121.0,2017,1,Darren Aronofsky,Darren Aronofsky,,,Jennifer Lawrence,Javier Bardem,Ed Harris,Drama,Horror,Mystery,6.6
8945,Brad's Status,2017,102.0,2017,1,Mike White,Mike White,,,Ben Stiller,Austin Abrams,Jenna Fischer,Comedy,Drama,Music,6.5
8946,Kingsman: The Golden Circle,2017,141.0,2017,1,Matthew Vaughn,Jane Goldman,Matthew Vaughn,Mark Millar,Taron Egerton,Colin Firth,Mark Strong,Action,Adventure,Comedy,6.7
8947,The Lego Ninjago Movie,2017,101.0,2017,1,Charlie Bean,Bob Logan,Paul Fisher,William Wheeler,Jackie Chan,Dave Franco,Fred Armisen,Animation,Action,Adventure,6.0
8948,Stronger,2017,119.0,2017,1,David Gordon Green,John Pollono,Jeff Bauman,Bret Witter,Jake Gyllenhaal,Tatiana Maslany,Miranda Richardson,Biography,Drama,,6.9
8949,Battle of the Sexes,2017,121.0,2017,1,Jonathan Dayton,Simon Beaufoy,,,Emma Stone,Steve Carell,Andrea Riseborough,Biography,Comedy,Drama,6.7
8950,Woodshock,2017,100.0,2017,1,Kate Mulleavy,Kate Mulleavy,Laura Mulleavy,,Kirsten Dunst,Joe Cole,Pilou Asbæk,Drama,Fantasy,Horror,4.3
8951,Victoria & Abdul,2017,111.0,2017,1,Stephen Frears,Lee Hall,Shrabani Basu,,Judi Dench,Ali Fazal,Tim Pigott-Smith,Biography,Drama,History,6.8
8952,Jeepers Creepers 3,2017,100.0,2017,1,Victor Salva,Victor Salva,,,Stan Shaw,Gabrielle Haugh,Brandon Smith,Horror,,,3.9
8953,American Made,2017,115.0,2017,1,Doug Liman,Gary Spinelli,,,Tom Cruise,Domhnall Gleeson,Sarah Wright,Action,Comedy,Crime,7.2
8954,Flatliners,2017,109.0,2017,1,Niels Arden Oplev,Peter Filardi,Ben Ripley,,Elliot Page,Diego Luna,Nina Dobrev,Drama,Horror,Mystery,5.2
8955,Mark Felt: The Man Who Brought Down the White House,2017,103.0,2017,1,Peter Landesman,Mark Felt,John D. O'Connor,Peter Landesman,Liam Neeson,Diane Lane,Marton Csokas,Biography,Drama,History,6.4
8956,Blade Runner 2049,2017,164.0,2017,1,Denis Villeneuve,Hampton Fancher,Michael Green,Philip K. Dick,Harrison Ford,Ryan Gosling,Ana de Armas,Action,Drama,Mystery,8.0
8957,The Mountain Between Us,2017,112.0,2017,1,Hany Abu-Assad,Chris Weitz,J. Mills Goodloe,Charles Martin,Kate Winslet,Idris Elba,Beau Bridges,Action,Adventure,Drama,6.4
8958,My Little Pony: The Movie,2017,99.0,2017,1,Jayson Thiessen,Meghan McCarthy,Joe Ballarini,Rita Hsiao,Emily Blunt,Kristin Chenoweth,Liev Schreiber,Animation,Adventure,Comedy,6.2
8959,The Florida Project,2017,111.0,2017,1,Sean Baker,Sean Baker,Chris Bergoch,,Brooklynn Prince,Bria Vinaite,Willem Dafoe,Drama,,,7.6
8960,Brawl in Cell Block 99,2017,132.0,2017,1,S. Craig Zahler,S. Craig Zahler,,,Vince Vaughn,Jennifer Carpenter,Don Johnson,Action,Crime,Drama,7.2
8961,Happy Death Day,2017,96.0,2017,1,Christopher Landon,Scott Lobdell,,,Jessica Rothe,Israel Broussard,Ruby Modine,Comedy,Horror,Mystery,6.6
8962,Marshall,2017,118.0,2017,1,Reginald Hudlin,Michael Koskoff,Jacob Koskoff,,Chadwick Boseman,Josh Gad,Kate Hudson,Biography,Crime,Drama,7.3
8963,Breathe,2017,118.0,2017,1,Andy Serkis,William Nicholson,,,Andrew Garfield,Claire Foy,Hugh Bonneville,Biography,Drama,Romance,7.2
8964,Goodbye Christopher Robin,2017,107.0,2017,1,Simon Curtis,Frank Cottrell Boyce,Simon Vaughan,,Domhnall Gleeson,Margot Robbie,Kelly Macdonald,Biography,Drama,Family,7.1
8965,Professor Marston and the Wonder Women,2017,108.0,2017,0,Angela Robinson,Angela Robinson,,,Luke Evans,Rebecca Hall,Bella Heathcote,Biography,Drama,History,7.1
8966,Blood Money,2017,102.0,1950,1,Joseph M. Newman,Richard English,Francis Swann,,Edmond O'Brien,Joanne Dru,Otto Kruger,Action,Crime,Drama,6.9
8967,Geostorm,2017,109.0,2017,1,Dean Devlin,Dean Devlin,Paul Guyot,,Gerard Butler,Jim Sturgess,Abbie Cornish,Action,Sci-Fi,Thriller,5.3
8968,Only the Brave,2017,134.0,2017,1,Joseph Kosinski,Sean Flynn,Ken Nolan,Eric Warren Singer,Josh Brolin,Miles Teller,Jeff Bridges,Action,Biography,Drama,7.6
8969,Boo 2! A Madea Halloween,2017,101.0,2017,1,Tyler Perry,Tyler Perry,Brian Schulman,,Tyler Perry,Cassi Davis,Patrice Lovely,Comedy,Drama,Horror,3.9
8970,Same Kind of Different as Me,2017,119.0,2017,1,Michael Carney,Ron Hall,Denver Moore,Lynn Vincent,Greg Kinnear,Renée Zellweger,Djimon Hounsou,Biography,Drama,,6.7
8971,Leatherface,2017,83.0,1974,1,Tobe Hooper,Kim Henkel,Tobe Hooper,,Marilyn Burns,Edwin Neal,Allen Danziger,Horror,,,7.5
8972,Wonderstruck,2017,116.0,2017,1,Todd Haynes,Brian Selznick,,,Oakes Fegley,Julianne Moore,Michelle Williams,Adventure,Drama,Mystery,6.2
8973,The Killing of a Sacred Deer,2017,121.0,2017,1,Yorgos Lanthimos,Yorgos Lanthimos,Efthymis Filippou,,Barry G. Bernson,Herb Caillouet,Bill Camp,Drama,Horror,Mystery,7.0
8974,Thank You for Your Service,2017,109.0,2017,1,Jason Hall,David Finkel,Jason Hall,,Miles Teller,Beulah Koale,Joe Cole,Biography,Drama,War,6.6
8975,Suburbicon,2017,105.0,2017,1,George Clooney,Joel Coen,Ethan Coen,George Clooney,Matt Damon,Julianne Moore,Oscar Isaac,Comedy,Crime,Drama,5.7
8976,Jigsaw,2017,103.0,2004,1,James Wan,Leigh Whannell,James Wan,,Cary Elwes,Leigh Whannell,Danny Glover,Horror,Mystery,Thriller,7.6
8977,Novitiate,2017,123.0,2017,1,Maggie Betts,Maggie Betts,,,Melissa Leo,Lisa Stewart,Alyssa Brindley,Drama,,,6.7
8978,All I See Is You,2017,109.0,2016,1,Marc Forster,Sean Conway,Marc Forster,,Blake Lively,Jason Clarke,Ahna O'Reilly,Drama,,,5.4
8979,Amityville: The Awakening,2017,87.0,2017,1,Franck Khalfoun,Franck Khalfoun,,,Jennifer Jason Leigh,Bella Thorne,Mckenna Grace,Horror,Thriller,,4.8
8980,Thor: Ragnarok,2017,130.0,2017,1,Taika Waititi,Eric Pearson,Craig Kyle,Christopher L. Yost,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Action,Adventure,Comedy,7.9
8981,A Bad Moms Christmas,2017,104.0,2017,1,Jon Lucas,Jon Lucas,Scott Moore,,Mila Kunis,Kristen Bell,Kathryn Hahn,Comedy,,,5.6
8982,Last Flag Flying,2017,125.0,2017,1,Richard Linklater,Richard Linklater,Darryl Ponicsan,,Bryan Cranston,Laurence Fishburne,Steve Carell,Comedy,Drama,War,6.9
8983,Lady Bird,2017,94.0,2017,0,Greta Gerwig,Greta Gerwig,,,Saoirse Ronan,Laurie Metcalf,Tracy Letts,Comedy,Drama,,7.4
8984,Murder on the Orient Express,2017,114.0,2017,1,Kenneth Branagh,Michael Green,Agatha Christie,,Kenneth Branagh,Penélope Cruz,Willem Dafoe,Crime,Drama,Mystery,6.5
8985,Daddy's Home 2,2017,100.0,2017,1,Sean Anders,Sean Anders,John Morris,Brian Burns,Will Ferrell,Mark Wahlberg,Mel Gibson,Comedy,,,6.0
8986,"Three Billboards Outside Ebbing, Missouri",2017,115.0,2017,1,Martin McDonagh,Martin McDonagh,,,Frances McDormand,Woody Harrelson,Sam Rockwell,Comedy,Crime,Drama,8.1
8987,Mayhem,2017,86.0,2017,1,Joe Lynch,Matias Caruso,,,Steven Yeun,Samara Weaving,Steven Brand,Action,Comedy,Horror,6.4
8988,Justice League,2017,1.0,2017,1,Zack Snyder,Jerry Siegel,Joe Shuster,Chris Terrio,Ben Affleck,Gal Gadot,Jason Momoa,Action,Adventure,Fantasy,6.1
8989,The Star,2017,86.0,2017,1,Timothy Reckart,Carlos Kotkin,Simon Moore,,Steven Yeun,Keegan-Michael Key,Aidy Bryant,Animation,Adventure,Comedy,6.3
8990,Wonder,2017,113.0,2017,1,Stephen Chbosky,Stephen Chbosky,Steve Conrad,Jack Thorne,Jacob Tremblay,Owen Wilson,Izabela Vidovic,Drama,Family,,8.0
8991,Cook Off!,2017,98.0,2007,1,Cathryn Michon,Cathryn Michon,Wendi McLendon-Covey,W. Bruce Cameron,Louie Anderson,Nick Rey Angelus,Diedrich Bader,Comedy,,,4.1
8992,Mr. Roosevelt,2017,90.0,2017,1,Noël Wells,Noël Wells,,,Noël Wells,Nick Thune,Britt Lower,Comedy,,,6.3
8993,"Roman J. Israel, Esq.",2017,122.0,2017,1,Dan Gilroy,Dan Gilroy,,,Denzel Washington,Colin Farrell,Carmen Ejogo,Crime,Drama,Thriller,6.5
8994,Darkest Hour,2017,125.0,2017,1,Joe Wright,Anthony McCarten,,,Gary Oldman,Lily James,Kristin Scott Thomas,Biography,Drama,War,7.4
8995,The Man Who Invented Christmas,2017,104.0,2017,1,Bharat Nalluri,Susan Coyne,Les Standiford,Charles Dickens,Dan Stevens,Mark Schrier,Patrick Joseph Byrnes,Biography,Comedy,Drama,7.0
8996,Call Me by Your Name,2017,132.0,2017,1,Luca Guadagnino,James Ivory,André Aciman,,Armie Hammer,Timothée Chalamet,Michael Stuhlbarg,Drama,Romance,,7.9
8997,The Disaster Artist,2017,104.0,2017,1,James Franco,Scott Neustadter,Michael H. Weber,Greg Sestero,James Franco,Dave Franco,Ari Graynor,Biography,Comedy,Drama,7.3
8998,The Shape of Water,2017,123.0,2017,1,Guillermo del Toro,Guillermo del Toro,Vanessa Taylor,,Sally Hawkins,Octavia Spencer,Michael Shannon,Drama,Fantasy,Romance,7.3
8999,Wonder Wheel,2017,101.0,2017,1,Woody Allen,Woody Allen,,,Justin Timberlake,Juno Temple,Robert C. Kirk,Drama,Romance,,6.2
9000,"I, Tonya",2017,119.0,2017,1,Craig Gillespie,Steven Rogers,,,Margot Robbie,Sebastian Stan,Allison Janney,Biography,Comedy,Drama,7.5
9001,Just Getting Started,2017,91.0,2017,1,Ron Shelton,Ron Shelton,,,Morgan Freeman,Tommy Lee Jones,Rene Russo,Comedy,Crime,,4.5
9002,Star Wars: The Last Jedi,2017,152.0,2017,1,Rian Johnson,Rian Johnson,George Lucas,,Daisy Ridley,John Boyega,Mark Hamill,Action,Adventure,Fantasy,6.9
9003,Ferdinand,2017,108.0,2017,1,Carlos Saldanha,Robert L. Baird,Tim Federle,Brad Copeland,John Cena,Kate McKinnon,Bobby Cannavale,Animation,Adventure,Comedy,6.8
9004,Beyond Skyline,2017,106.0,2017,1,Liam O'Donnell,Liam O'Donnell,Joshua Cordes,,Frank Grillo,Bojana Novakovic,Jonny Weston,Action,Adventure,Sci-Fi,5.3
9005,Jumanji: Welcome to the Jungle,2017,119.0,2017,1,Jake Kasdan,Chris McKenna,Erik Sommers,Scott Rosenberg,Dwayne Johnson,Karen Gillan,Kevin Hart,Action,Adventure,Comedy,6.9
9006,The Greatest Showman,2017,105.0,2017,1,Michael Gracey,Jenny Bicks,Bill Condon,,Hugh Jackman,Michelle Williams,Zac Efron,Biography,Drama,Musical,7.6
9007,Pitch Perfect 3,2017,93.0,2017,0,Trish Sie,Kay Cannon,Mike White,Mickey Rapkin,Anna Kendrick,Rebel Wilson,Brittany Snow,Comedy,Music,,5.8
9008,Downsizing,2017,135.0,2017,1,Alexander Payne,Alexander Payne,Jim Taylor,,Matt Damon,Christoph Waltz,Hong Chau,Drama,Fantasy,Sci-Fi,5.7
9009,Father Figures,2017,113.0,2017,1,Lawrence Sher,Justin Malen,,,Owen Wilson,Ed Helms,Glenn Close,Comedy,Drama,,5.5
9010,The Post,2017,116.0,2017,1,Steven Spielberg,Liz Hannah,Josh Singer,,Meryl Streep,Tom Hanks,Sarah Paulson,Drama,,,7.2
9011,Bright,2017,117.0,2017,1,David Ayer,Max Landis,,,Will Smith,Joel Edgerton,Noomi Rapace,Action,Fantasy,Thriller,6.3
9012,Crooked House,2017,115.0,2017,1,Gilles Paquet-Brenner,Julian Fellowes,Tim Rose Price,Gilles Paquet-Brenner,Max Irons,Stefanie Martini,Glenn Close,Crime,Drama,Mystery,6.3
9013,Hostiles,2017,134.0,2017,1,Scott Cooper,Scott Cooper,Donald E. Stewart,,Scott Shepherd,Rosamund Pike,Ava Cooper,Drama,Western,,7.2
9014,All the Money in the World,2017,132.0,2017,1,Ridley Scott,David Scarpa,John Pearson,,Michelle Williams,Christopher Plummer,Mark Wahlberg,Biography,Crime,Drama,6.8
9015,Molly's Game,2017,140.0,2017,1,Aaron Sorkin,Aaron Sorkin,Molly Bloom,,Jessica Chastain,Idris Elba,Kevin Costner,Biography,Crime,Drama,7.4
9016,Phantom Thread,2017,130.0,2017,1,Paul Thomas Anderson,Paul Thomas Anderson,,,Vicky Krieps,Daniel Day-Lewis,Lesley Manville,Drama,Romance,,7.5
9017,Black Panther,2018,134.0,2018,1,Ryan Coogler,Ryan Coogler,Joe Robert Cole,Stan Lee,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Action,Adventure,Sci-Fi,7.3
9018,Avengers: Infinity War,2018,149.0,2018,1,Anthony Russo,Christopher Markus,Stephen McFeely,Stan Lee,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Action,Adventure,Sci-Fi,8.4
9019,Incredibles 2,2018,118.0,2018,1,Brad Bird,Brad Bird,,,Craig T. Nelson,Holly Hunter,Sarah Vowell,Animation,Action,Adventure,7.6
9020,Jurassic World: Fallen Kingdom,2018,128.0,2018,1,J.A. Bayona,Derek Connolly,Colin Trevorrow,Michael Crichton,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Action,Adventure,Sci-Fi,6.2
9021,Aquaman,2018,143.0,2018,1,James Wan,David Leslie Johnson-McGoldrick,Will Beall,Geoff Johns,Jason Momoa,Amber Heard,Willem Dafoe,Action,Adventure,Fantasy,6.9
9022,Deadpool 2,2018,119.0,2018,1,David Leitch,Rhett Reese,Paul Wernick,Ryan Reynolds,Ryan Reynolds,Josh Brolin,Morena Baccarin,Action,Adventure,Comedy,7.7
9023,The Grinch,2018,104.0,2000,1,Ron Howard,Dr. Seuss,Jeffrey Price,Peter S. Seaman,Jim Carrey,Taylor Momsen,Kelley,Comedy,Family,Fantasy,6.2
9024,Mission: Impossible - Fallout,2018,147.0,2018,1,Christopher McQuarrie,Bruce Geller,Christopher McQuarrie,,Tom Cruise,Henry Cavill,Ving Rhames,Action,Adventure,Thriller,7.7
9025,Ant-Man and the Wasp,2018,118.0,2018,1,Peyton Reed,Chris McKenna,Erik Sommers,Paul Rudd,Paul Rudd,Evangeline Lilly,Michael Peña,Action,Adventure,Comedy,7.0
9026,Bohemian Rhapsody,2018,134.0,2018,1,Bryan Singer,Anthony McCarten,Peter Morgan,,Rami Malek,Lucy Boynton,Gwilym Lee,Biography,Drama,Music,7.9
9027,Insidious: The Last Key,2018,103.0,2018,1,Adam Robitel,Leigh Whannell,,,Lin Shaye,Leigh Whannell,Angus Sampson,Horror,Mystery,Thriller,5.7
9028,The Strange Ones,2018,81.0,2017,1,Christopher Radcliff,Christopher Radcliff,Lauren Wolkstein,,Alex Pettyfer,James Freedson-Jackson,Emily Althaus,Drama,Thriller,,5.1
9029,Stratton,2018,94.0,2017,1,Simon West,Duncan Falconer,Warren Davis II,,Dominic Cooper,Austin Stowell,Gemma Chan,Action,Thriller,,4.8
9030,Sweet Country,2018,113.0,2017,1,Warwick Thornton,David Tranter,Steven McGregor,,Hamilton Morris,Shanika Cole,Ewen Leslie,Adventure,Crime,Drama,6.9
9031,The Commuter,2018,104.0,2018,1,Jaume Collet-Serra,Byron Willinger,Philip de Blasi,Ryan Engle,Liam Neeson,Vera Farmiga,Patrick Wilson,Action,Mystery,Thriller,6.3
9032,Proud Mary,2018,89.0,2018,1,Babak Najafi,John Stuart Newman,Christian Swegal,Steve Antin,Taraji P. Henson,Billy Brown,Jahi Di'Allo Winston,Action,Crime,Drama,5.0
9033,Acts of Violence,2018,86.0,2018,1,Brett Donowho,Nicolas Aaron Mezzanatto,,,Bruce Willis,Cole Hauser,Shawn Ashmore,Action,Crime,,5.3
9034,Freak Show,2018,86.0,1993,1,Tom Stern,Tim Burns,Tom Stern,Alex Winter,Brooke Shields,William Sadler,Eduardo Ricard,Comedy,Sci-Fi,,6.4
9035,Mary and the Witch's Flower,2018,103.0,2017,1,Hiromasa Yonebayashi,Mary Stewart,Riko Sakaguchi,Hiromasa Yonebayashi,Hana Sugisaki,Ryûnosuke Kamiki,Yûki Amami,Animation,Adventure,Family,6.8
9036,12 Strong,2018,130.0,2018,1,Nicolai Fuglsig,Ted Tally,Peter Craig,Doug Stanton,Chris Hemsworth,Michael Shannon,Michael Peña,Action,Drama,History,6.6
9037,Den of Thieves,2018,140.0,2018,1,Christian Gudegast,Christian Gudegast,Paul T. Scheuring,,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,Action,Crime,Drama,7.0
